Incident Date,Park Name,Cause of Death,Intent,Outcome,Sex,Age Range
8/6/19,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Female,45-54
8/8/19,Lake Mead National Recreation Area,Motor Vehicle Crash,Unintentional,Fatal injury,Undetermined,Undetermined
8/9/19,Buffalo National River,Drowning,Unintentional,Fatal injury,Female,45-54
8/9/19,Great Smoky Mountains National Park,Natural Death,Medical,Fatal injury,Male,55-64
8/9/19,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
8/9/19,North Cascades National Park,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
8/11/19,Lake Mead National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
8/11/19,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
8/11/19,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
8/11/19,Natchez Trace Parkway,Natural Death,Medical,Fatal injury,Male,55-64
8/11/19,Santa Monica Mountains National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Undetermined
8/12/19,Glacier National Park,Environmental,Unintentional,Fatal injury,Female,0-14
8/12/19,Isle Royale National Park,Natural Death,Medical,Fatal injury,Male,55-64
8/12/19,Denali National Park & Preserve,Natural Death,Medical,Fatal injury,Female,65
8/13/19,National Capital Parks-East,Undetermined,Undetermined,Fatal injury,Male,45-54
8/13/19,Rocky Mountain National Park,Natural Death,Medical,Fatal injury,Male,65
8/13/19,Saguaro National Park,Undetermined,Undetermined,Fatal injury,Male,65
8/14/19,Sequoia & Kings Canyon National Parks,Undetermined,Undetermined,Fatal injury,Male,25-34
8/15/19,Olympic National Park,Drowning,Unintentional,Fatal injury,Female,25-34
8/15/19,Black Canyon Of The Gunnison National Park,Suicide,Intentional,Fatal injury,Male,65
8/16/19,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
8/16/19,Olympic National Park,Natural Death,Medical,Fatal injury,Male,65
8/18/19,Lake Meredith National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
8/18/19,Crater Lake National Park,Drowning,Unintentional,Fatal injury,Male,25-34
8/18/19,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,25-34
8/19/19,Sequoia & Kings Canyon National Parks,Fall/Slips,Unintentional,Fatal injury,Male,25-34
8/20/19,Blue Ridge Parkway,Suicide,Intentional,Fatal injury,Male,35-44
8/22/19,Golden Gate National Recreation Area,Poisoning,Unintentional,Fatal injury,Male,35-44
8/22/19,Great Smoky Mountains National Park,Natural Death,Medical,Fatal injury,Male,65
8/22/19,New River Gorge National River,Suicide,Intentional,Fatal injury,Male,15-24
8/23/19,Indiana Dunes National Park,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
8/24/19,Great Falls Park,Suicide,Intentional,Fatal injury,Male,65
8/25/19,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,35-44
8/25/19,Death Valley National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Undetermined,Undetermined
8/25/19,Death Valley National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,Undetermined
8/26/19,Sequoia & Kings Canyon National Parks,Fall/Slips,Unintentional,Fatal injury,Male,65
8/27/19,Death Valley National Park,Undetermined,Undetermined,Fatal injury,Female,Undetermined
8/27/19,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,15-24
8/29/19,Glen Canyon National Recreation Area,Drowning,Unintentional,Fatal injury,Male,55-64
8/30/19,Big Thicket National Preserve,Natural Death,Medical,Fatal injury,Male,0-14
8/31/19,Acadia National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
8/31/19,Acadia National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
8/31/19,Acadia National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
8/31/19,Zion National Park,Natural Death,Medical,Fatal injury,Male,55-64
9/1/19,Cape Hatteras National Seashore,Drowning,Unintentional,Fatal injury,Male,55-64
9/1/19,Lake Mead National Recreation Area,Suicide,Intentional,Fatal injury,Female,Undetermined
9/2/19,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
9/2/19,Kennesaw Mountain National Battlefield Park,Natural Death,Medical,Fatal injury,Male,55-64
9/2/19,Santa Monica Mountains National Recreation Area,Environmental,Unintentional,Fatal injury,Male,55-64
9/2/19,Glacier National Park,Natural Death,Medical,Fatal injury,Male,55-64
9/2/19,Suitland,Suicide,Intentional,Fatal injury,Male,65
9/3/19,Death Valley National Park,Environmental,Unintentional,Fatal injury,Female,25-34
9/3/19,Santa Monica Mountains National Recreation Area,Environmental,Unintentional,Fatal injury,Female,55-64
9/3/19,Grand Canyon National Park,Drowning,Unintentional,Fatal injury,Male,65
9/5/19,Yosemite National Park,Fall/Slips,Unintentional,Fatal injury,Female,25-34
9/6/19,Big Thicket National Preserve,Environmental,Unintentional,Fatal injury,Male,0-14
9/7/19,Lake Mead National Recreation Area,Fall/Slips,Unintentional,Fatal injury,Male,55-64
9/7/19,Badlands National Park,Natural Death,Medical,Fatal injury,Male,65
9/8/19,Crater Lake National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
9/10/19,George Washington Memorial Parkway,Suicide,Intentional,Fatal injury,Male,65
9/11/19,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,45-54
9/12/19,Mojave National Preserve,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
9/12/19,Mojave National Preserve,Motor Vehicle Crash,Unintentional,Fatal injury,Undetermined,Undetermined
9/13/19,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
9/14/19,Sequoia & Kings Canyon National Parks,Natural Death,Medical,Fatal injury,Male,55-64
9/14/19,Cape Hatteras National Seashore,Motor Vehicle Crash,Unintentional,Fatal injury,Female,65
9/15/19,Yosemite National Park,Natural Death,Medical,Fatal injury,Male,55-64
9/16/19,Redwood National and State Parks,Natural Death,Medical,Fatal injury,Male,65
9/17/19,Saint Croix National Scenic Riverway,Natural Death,Medical,Fatal injury,Male,55-64
9/17/19,Gettysburg National Military Park,Natural Death,Medical,Fatal injury,Male,65
9/20/19,Eisenhower National Historic Site,Natural Death,Medical,Fatal injury,Male,55-64
9/21/19,Chattahoochee River National Recreation Area,Drowning,Unintentional,Fatal injury,Male,15-24
9/21/19,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
9/21/19,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Male,55-64
9/21/19,Appalachian National Scenic Trail,Suicide,Intentional,Fatal injury,Male,45-54
9/23/19,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
9/24/19,Presidio of San Francisco,Natural Death,Medical,Fatal injury,Male,65
9/25/19,Rocky Mountain National Park,Natural Death,Medical,Fatal injury,Male,45-54
9/28/19,Cape Hatteras National Seashore,Undetermined,Undetermined,Fatal injury,Male,65
9/30/19,Grand Canyon National Park,Suicide,Intentional,Fatal injury,Male,25-34
10/3/19,Yellowstone National Park,Natural Death,Medical,Fatal injury,Male,55-64
10/4/19,Gateway National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,15-24
10/4/19,Gateway National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,15-24
10/4/19,Golden Gate National Recreation Area,Undetermined,Undetermined,Fatal injury,Female,25-34
10/5/19,Yellowstone National Park,Natural Death,Medical,Fatal injury,Male,45-54
10/5/19,Big Bend National Park,Natural Death,Medical,Fatal injury,Male,65
10/11/19,Fire Island National Seashore,Undetermined,Undetermined,Fatal injury,Female,65
10/14/19,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
10/17/19,Appalachian National Scenic Trail,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
10/18/19,Buffalo National River,Natural Death,Medical,Fatal injury,Female,65
10/18/19,Colorado National Monument,Undetermined,Undetermined,Fatal injury,Male,Undetermined
10/19/19,Golden Gate National Recreation Area,Poisoning,Unintentional,Fatal injury,Female,25-34
10/19/19,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Female,15-24
10/23/19,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,65
10/23/19,Blue Ridge Parkway,Fall/Slips,Unintentional,Fatal injury,Male,65
10/23/19,Padre Island National Seashore,Homicide,Intentional,Fatal injury,Female,Undetermined
10/23/19,Padre Island National Seashore,Homicide,Intentional,Fatal injury,Female,Undetermined
10/23/19,Yosemite National Park,Suicide,Intentional,Fatal injury,Male,15-24
10/24/19,Blue Ridge Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65
10/26/19,Little River Canyon National Preserve,Drowning,Unintentional,Fatal injury,Male,35-44
10/27/19,Golden Gate National Recreation Area,Natural Death,Medical,Fatal injury,Male,35-44
10/27/19,Mammoth Cave National Park,Suicide,Intentional,Fatal injury,Male,25-34
10/28/19,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Female,65
10/29/19,Pecos National Historical Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,Undetermined
11/5/19,Sequoia & Kings Canyon National Parks,Fall/Slips,Unintentional,Fatal injury,Male,35-44
11/8/19,Gateway National Recreation Area,Suicide,Intentional,Fatal injury,Male,25-34
11/11/19,Blue Ridge Parkway,Natural Death,Medical,Fatal injury,Female,65
11/12/19,National Mall & Memorial Parks,Natural Death,Medical,Fatal injury,Male,65
11/13/19,Virgin Islands National Park,Natural Death,Medical,Fatal injury,Male,65
11/15/19,Redwood National and State Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Undetermined,Undetermined
11/17/19,George Washington Memorial Parkway,Legal Intervention,Intentional,Fatal injury,Male,25-34
11/19/19,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,35-44
11/20/19,Zion National Park,Fall/Slips,Unintentional,Fatal injury,Female,15-24
11/20/19,Big Bend National Park,Undetermined,Undetermined,Fatal injury,Male,Undetermined
11/23/19,Yosemite National Park,Natural Death,Medical,Fatal injury,Male,35-44
11/23/19,Big Bend National Park,Natural Death,Medical,Fatal injury,Male,45-54
11/24/19,Rocky Mountain National Park,Suicide,Intentional,Fatal injury,Female,45-54
11/29/19,Arches National Park,Fall/Slips,Unintentional,Fatal injury,Female,55-64
11/29/19,Arches National Park,Fall/Slips,Unintentional,Fatal injury,Male,65
12/4/19,Great Falls Park,Natural Death,Medical,Fatal injury,Male,55-64
12/4/19,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,35-44
12/5/19,Chesapeake & Ohio Canal National Historical Park,"Transportation (e.g. bicycle, boat)",Unintentional,Fatal injury,Male,55-64
12/7/19,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,25-34
12/8/19,Great Smoky Mountains National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
12/9/19,Petersburg National Battlefield,Motor Vehicle Crash,Unintentional,Fatal injury,Undetermined,Undetermined
12/11/19,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,15-24
12/14/19,Joshua Tree National Park,Fall/Slips,Unintentional,Fatal injury,Male,25-34
12/14/19,New River Gorge National River,Suicide,Intentional,Fatal injury,Male,25-34
12/15/19,Canaveral National Seashore,Undetermined,Undetermined,Fatal injury,Male,65
12/18/19,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,15-24
12/20/19,Death Valley National Park,Motor Vehicle Crash,Unintentional,Fatal injury,Female,Undetermined
12/21/19,Anacostia Park,Homicide,Intentional,Fatal injury,Female,25-34
12/22/19,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,15-24
12/24/19,Muir Woods National Monument,Environmental,Unintentional,Fatal injury,Male,25-34
12/24/19,Glen Canyon National Recreation Area,Natural Death,Medical,Fatal injury,Male,65
12/26/19,Assateague Island National Seashore,Poisoning,Unintentional,Fatal injury,Female,65
12/27/19,Apostle Islands National Lakeshore,Suicide,Intentional,Fatal injury,Male,45-54
12/28/19,Suitland,Motor Vehicle Crash,Unintentional,Fatal injury,Female,25-34
12/28/19,Suitland,Motor Vehicle Crash,Unintentional,Fatal injury,Female,35-44
12/30/19,Delaware Water Gap National Recreation Area,Suicide,Intentional,Fatal injury,Male,45-54
12/31/19,Buffalo National River,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
1/1/20,National Capital Parks-East,Motor Vehicle Crash,Unintentional,Fatal injury,Female,15-24
1/1/20,Anacostia Park,Undetermined,Undetermined,Fatal injury,Male,Undetermined
1/2/20,Cape Cod National Seashore,Suicide,Intentional,Fatal injury,Undetermined,Undetermined
1/13/20,Redwood National and State Parks,Motor Vehicle Crash,Unintentional,Fatal injury,Male,65
1/16/20,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,45-54
1/24/20,Rocky Mountain National Park,Homicide,Intentional,Fatal injury,Male,0-14
1/24/20,Rocky Mountain National Park,Suicide,Intentional,Fatal injury,Female,15-24
1/28/20,Grand Canyon National Park,Undetermined,Undetermined,Fatal injury,Male,65
1/30/20,Grand Canyon National Park,Undetermined,Undetermined,Fatal injury,Female,25-34
1/31/20,Chattahoochee River National Recreation Area,Suicide,Intentional,Fatal injury,Male,25-34
1/31/20,Rocky Mountain National Park,Suicide,Intentional,Fatal injury,Male,Undetermined
2/4/20,National Mall & Memorial Parks,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
2/5/20,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,25-34
2/10/20,Virgin Islands National Park,Undetermined,Undetermined,Fatal injury,Male,65
2/10/20,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Undetermined,Undetermined
2/11/20,Fort Pulaski National Monument,Suicide,Intentional,Fatal injury,Male,15-24
2/13/20,Chesapeake & Ohio Canal National Historical Park,Undetermined,Undetermined,Fatal injury,Male,65
2/15/20,Sequoia & Kings Canyon National Parks,Fall/Slips,Unintentional,Fatal injury,Male,Undetermined
2/16/20,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
2/24/20,Everglades National Park,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
2/27/20,Grand Canyon National Park,Suicide,Intentional,Fatal injury,Undetermined,Undetermined
3/2/20,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,Undetermined
3/3/20,Great Smoky Mountains National Park,Fall/Slips,Unintentional,Fatal injury,Female,15-24
3/3/20,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Male,Undetermined
3/4/20,George Washington Memorial Parkway,Suicide,Intentional,Fatal injury,Undetermined,Undetermined
3/8/20,Gulf Islands National Seashore,Motor Vehicle Crash,Unintentional,Fatal injury,Male,Undetermined
3/8/20,Little Bighorn Battlefield National Monument,Suicide,Intentional,Fatal injury,Male,Undetermined
3/19/20,Rock Creek Park,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
3/21/20,Dinosaur National Monument,Undetermined,Undetermined,Fatal injury,Male,55-64
3/25/20,Big Bend National Park,Undetermined,Undetermined,Fatal injury,Male,0-14
3/27/20,Golden Gate National Recreation Area,Suicide,Intentional,Fatal injury,Female,Undetermined
3/28/20,Natchez Trace Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,45-54
4/2/20,Cape Lookout National Seashore,Undetermined,Undetermined,Fatal injury,Female,Undetermined
4/3/20,Little River Canyon National Preserve,Undetermined,Undetermined,Fatal injury,Male,25-34
4/4/20,Death Valley National Park,Fall/Slips,Unintentional,Fatal injury,Male,Undetermined
4/8/20,Lake Roosevelt National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,65
4/9/20,Ozark National Scenic Riverways,Suicide,Intentional,Fatal injury,Male,Undetermined
4/12/20,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
4/15/20,Lake Mead National Recreation Area,Undetermined,Undetermined,Fatal injury,Male,45-54
4/17/20,Natchez Trace Parkway,Suicide,Intentional,Fatal injury,Male,45-54
4/20/20,Baltimore-Washington Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Male,35-44
4/27/20,National Mall & Memorial Parks,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
5/1/20,Rock Creek Park,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
5/3/20,Suitland,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
5/4/20,Lake Meredith National Recreation Area,Drowning,Unintentional,Fatal injury,Male,Undetermined
5/4/20,George Washington Memorial Parkway,Motor Vehicle Crash,Unintentional,Fatal injury,Undetermined,Undetermined
5/8/20,George Washington Memorial Parkway,Undetermined,Undetermined,Fatal injury,Undetermined,Undetermined
5/11/20,Colonial National Historical Park,Motor Vehicle Crash,Unintentional,Fatal injury,Undetermined,Undetermined
